Timestamp,ID,Data,Tags
45:52.8,463c3c4d,Vehicle detection based on Deep learning models   Hello world! This is the FYP of Lin Yonghao. Using deep learning model (YOLO) to detect and calculat,24
45:53.4,463c3c4d,Neural Network Models in  Stock Market under  Real-life Simulation               Project Introduction        This project aims to explore existing alg,25
45:54.0,463c3c4d,Error,26
45:54.9,463c3c4d,"Hello world!     											fyp23027, 																				September 7, 2023       Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your firs",27
45:55.3,463c3c4d,Autoustic Acoustic Rendition of Musical Compositions,28
45:56.0,463c3c4d,Error,29
45:56.8,463c3c4d,"Hong Kong Becoming a Cashless City  Student Ngan Yun Ki Kate Year 4, BASc(FinTech) Supervisor Dr. K.P. Chow Associate Professor, Department of Compute",30
45:57.3,463c3c4d,HKU Portal Mobile/Web Application,31
45:57.8,463c3c4d,,32
45:58.7,463c3c4d,Error,33
45:59.3,463c3c4d,Intelligent Automated Mail Filtering System for Outlook with GPT-3.5  Project Plan Introduction Despite the fast-paced evolution of technology in this,34
45:59.9,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",35
46:00.4,463c3c4d,Web Application for Planning Semester Schedule and AI-driven Chatbot   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your fi,36
46:01.2,463c3c4d,Unlock Efficiency and   Secure Ownership Streamlining Property Registration for the Digital Age              About the Project   Our project aims to r,37
46:01.7,463c3c4d,Large Language Model for Interactive Formal Theorem Proving  Detailed Project Plan [Update 2023/10/1] Download pdf file for our final year project Lar,38
46:02.2,463c3c4d,Error,39
46:02.7,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",40
46:03.5,463c3c4d,FYP23041 This project focuses on 3D reconstruction using wild images with diffusion and nerf.  Supervisor: Prof. Hengshuang Zhao Member: Zeyu Jiang   ,41
46:04.3,463c3c4d,"Project Introduction Title: AI for Reputation Monitoring on Social Media Supervisor: Prof. Reynold C.K. Cheng Students: Cheu Chun Yin, Gavin; 30357794",42
46:04.9,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",43
46:05.4,463c3c4d,"In-depth study on cryptocurrency development in Hong Kong Supervisor Dr. Chow, KPStudentChung Yiu YeungStudentCheng Tsz Chun  Project Background Crypt",44
46:05.9,463c3c4d,Improving the accuracy of diffusion model in generating images  Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first pos,45
46:06.3,463c3c4d,Error,46
46:07.6,463c3c4d,Error,47
46:08.1,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",48
46:08.6,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",49
46:09.4,463c3c4d,"COMP4810-Re-design of HKU’s Course Enrollment System with More Features   Supervisor: Dr. Tam, Anthony T.C.  Students:  Zhang Zhijie(UID: 3033093416) ",50
46:09.9,463c3c4d,Error,51
46:10.4,463c3c4d,Fact Verification in long-form story text Project Information  Supervisor: Lingpeng Kong Member: Zhiheng Lyu (吕治衡) Contact: cogito@connect.hku.hk  Pro,52
46:11.0,463c3c4d,Easy Customizable FSE block builder is the way of creating site and our customizable features added value on.  Learn More       Mobile First Approach ,53
46:11.9,463c3c4d,Index Price Prediction:A Machine Learning Approach         Project Background              Index-related trading has recently surged in popularity amo,54
46:12.6,463c3c4d,"SOLIDITY INTELLIGENT DEBUGGER     SUPERVISOR: Luo Ruibang  Group : Pang Bowen, Wang Hongyu, Li Zhuokai, Zhou Peiwen                            PROJECT",55
46:13.0,463c3c4d,"Learnable Calibrated Quantization with Weight Decomposition of Large Language Models  Hello world! September 7, 2023       Got any book recommendation",56
46:13.5,463c3c4d,"Multipurpose Online Coding Assessment Platform (MOCAP)  Supervisor: Dr. Chim, Tat Wing Members: Wong Chung WaiTseung Kai FaiNg Cheuk YinWong Chak Man",57
46:14.1,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",58
46:14.6,463c3c4d,HKID/HKU OAuth 2.0 Server for Real Identity Verification    Deliverable 1: Project Plan  COMP4801-Project-Plan-3035767487Download Abstract OAuth 2.0 P,59
46:15.1,463c3c4d,"About The game Unlike physical disease, it is often difficult to notice a patient suffering from mental disease. With the increase seriousness of youn",60
46:15.7,463c3c4d,Lightweight Game Engine for  Modern C++   Lo Yu Sum Supervisor – Oliveira Bruno  Get Started           What We Do Progress  Planning Research Engine D,61
46:16.2,463c3c4d,HoloTutor    Your Mixed Reality Coach Extracted from https://about.fb.com/news/2022/10/meta-quest-pro-social-vr-connect-2022/    Intelligent Interface,62
46:16.7,463c3c4d,Project Plan Robo-advisor  Project Background     People may find investment difficult since they have little knowledge about different products in th,63
46:17.2,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",64
46:17.7,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",65
46:18.1,463c3c4d,Comprehensive Algorithmic Trading System Harnessing Diverse Market Patterns via Machine Learning   Project Background:The financial markets have alway,66
46:18.5,463c3c4d,"Post [CEVAS] Database Implementation  September 26, 2023September 26, 2023 fyp23067     Progress Report We are going to use MySQL for the database. Be",67
46:19.1,463c3c4d,Natural Language Driven AI Avatar Motion with Video-Based Motion Data “What you say is how the avatar moves.” ™ What is this project?  This project co,68
46:19.6,463c3c4d,Elaborate Study App with ChatGPT API,69
46:20.6,463c3c4d,Error,70
46:21.3,463c3c4d,University of Hong Kong | FITE4801 Final Year Project    Real-time monitoring of social media sentiment for detecting operational incidents in banking,71
46:21.8,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",72
46:22.3,463c3c4d,"Recommendation Algorithm     											fyp23073, 																				October 1, 2023October 1, 2023       Various recommendation algorithms will be c",73
46:22.7,463c3c4d,Error,74
46:23.4,463c3c4d,"Introduction  According to the University of Cambridge Electricity consumption index, it is estimated that blockchain consumes electricity at an annua",75
46:24.2,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",76
46:27.9,463c3c4d,Sample Complexity of Online Stochastic Matching      A research-based final year project        Introduction                                          ,77
46:28.3,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",78
46:29.0,463c3c4d,Hello there! This is the webpage for  An All-in-one HKU App for Students  Project Progress People       The current digital products at HKU present a ,79
46:29.6,463c3c4d,Error,80
46:30.1,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",81
46:30.9,463c3c4d,Navigating Hong Kong with Precision and Ease. Introducing OptiTrans – A Real-Time Optimized  Public Transportation Navigation App for Hong Kong.  Down,82
46:31.8,463c3c4d,Football Application with Machine Learning  Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it,83
46:32.5,463c3c4d,"Real-Time Virtual Try-OnUsing Computer Vision (CV) & Augmented Reality (AR) Kong Chun Yung (3035788895)Supervised by Dr. Wong, Kenneth K.Y.  About the",84
46:33.1,463c3c4d,"Stock Management with Natural Language Processing Overview Natural language processing (NLP), a branch of artificial intelligence, enables the extract",85
46:33.8,463c3c4d,Account-Based    Risk    Analysis   To mitigate DeFi Lending Default Risk  Get Started              Our Service    Detect Ethereum Account Risks      ,86
46:34.4,463c3c4d,Virtual Keyboard App Using Computer Vision  Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it,87
46:34.8,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",88
46:35.7,463c3c4d,Home            Project Title:             HealthStarter: Decentralized Crowdfunding Platform             Supervisor: Dr. Liu QiStudent: Yan XiaohanPr,89
46:36.5,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",90
46:37.0,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",91
46:37.5,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",92
46:38.2,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",93
46:38.8,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",94
46:39.2,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",95
46:39.7,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",96
46:40.1,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",97
46:40.7,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",98
46:41.7,463c3c4d,Error,99
46:42.3,463c3c4d,"Mindblown: a blog about philosophy.   Hello world! Welcome to HKU CS WordPress Multi Site 2023 Sites. This is your first post. Edit or delete it, then",100
